,incident_id,date,state,city,address,num_killed,num_injured,latitude,location_description,longitude,n_guns_involved,pre_teens_involved,adults_involved,total_victims,total_suspects,males,females,gun_type
217542,983585,11/07/2017,Florida,Jacksonville,1 UNF Dr,0,1,30.2707,UNF,-81.5104,1.0,0,0,1,2,3,0,Unknown
217543,983608,11/07/2017,Florida,Jacksonville,6219 San Juan Ave,0,0,30.2824,Crabby Ben's Seafood,-81.7459,1.0,0,0,0,0,0,0,Handgun
217545,983620,11/07/2017,Indiana,Indianapolis,5310 W 10th St,0,1,39.78,Thorntonâ€™s,-86.253,1.0,0,2,1,1,1,1,Unknown
217550,983718,11/07/2017,South Carolina,Myrtle Beach,6925 SC 707,1,0,33.6671,707 Indoor Shooting Range,-79.0073,1.0,0,1,1,0,0,1,Unknown
217559,983893,11/07/2017,Pennsylvania,Peckville,1221 Main St,0,0,41.4801,CJ Auto Technologies,-75.5911,1.0,0,1,0,1,1,0,Unknown
217562,983928,11/07/2017,Oklahoma,Edmond,18001 Highland Park Rd,0,1,35.6568,Summit Apartments,-97.5569,1.0,0,0,1,0,1,0,Unknown
217565,983958,11/07/2017,Massachusetts,Springfield,55 Frank B Murray St,0,0,42.1066,Union Station,-72.5941,1.0,0,1,0,1,1,0,Unknown
217566,983978,11/07/2017,Georgia,Atlanta,800 W Marietta St NW,0,1,33.7738,Westmar Student Lofts,-84.4059,1.0,0,2,1,1,1,1,Unknown
217579,984441,11/07/2017,Tennessee,Millington,7947 US-51,0,0,35.3434,Cash America,-89.9087,1.0,0,0,0,2,0,0,Unknown
217583,984650,11/07/2017,Missouri,Saint Louis,4250 S Broadway,0,1,38.5782,Family Dollar,-90.2309,1.0,0,1,1,1,1,1,Unknown
217594,985171,11/07/2017,Texas,Amarillo,4011 E Amarillo Blvd,0,0,35.2223,Silver Spur Motel,-101.79,1.0,0,0,1,2,2,0,Unknown
217598,985375,11/07/2017,Washington,Spanaway,22215 38th Ave E,0,0,47.0542,Bethel High School,-122.379,1.0,0,0,0,1,1,0,Unknown
217604,987960,11/07/2017,District of Columbia,Washington,1400 Bruce Pl SE,0,0,38.8493,John Hayden Johnson Middle School,-76.9853,1.0,0,0,0,1,1,0,Unknown
217611,996716,11/07/2017,Washington,Sammamish,20100 block of Southeast 23rd Place,0,0,47.5895,Sammamish Woods,-122.072,1.0,0,1,0,1,1,0,Unknown
217613,1002099,11/07/2017,New York,Brooklyn,2950 W 35th St,1,1,40.5738,Site 8 Houses,-74.0006,1.0,0,2,2,1,2,1,Unknown
217615,1070948,11/07/2017,Wisconsin,Eau Claire,341 Water St,0,0,44.8022,The Pickle,-91.5064,1.0,0,1,0,1,1,0,Handgun
217626,983530,11/08/2017,California,Modesto,4000 Fara Biundo Dr,0,1,37.6636,Fara Estates Condos,-120.92,1.0,0,0,1,0,1,0,45 Auto
217627,983562,11/08/2017,California,San Diego,5319 Orange Ave,0,0,32.7532,Colina Del Sol Park,-117.081,2.0,0,0,0,2,2,0,Unknown
217633,983658,11/08/2017,Florida,Vero Beach,1659 94th Dr,0,0,27.6353,Columbia Sportswear Outlet,-80.5213,1.0,0,2,0,2,2,0,Unknown
217636,983678,11/08/2017,Florida,Fort Myers,2635 Cortez Blvd,0,0,26.629,Fort Myers High School,-81.8792,1.0,0,0,0,1,1,0,Unknown
217637,983696,11/08/2017,Wisconsin,Ashland,E Maple St,1,0,46.5967,Bad River Reservation,-90.6495,1.0,0,0,0,1,1,0,Unknown
217640,983706,11/08/2017,South Carolina,North Charleston,4936 Centre Pointe Dr,0,0,32.874,IHOP,-80.0213,1.0,0,0,0,0,0,0,Unknown
217651,983960,11/08/2017,Missouri,Lake Ozark,398 Wood River Rd,2,1,38.1879,Riverview RV Park,-92.6075,1.0,0,1,3,1,3,1,Unknown
217657,984016,11/08/2017,Missouri,Hazelwood,1 Wildcat Ln,0,0,38.7849,Hazelwood West High School,-90.3797,1.0,0,0,0,1,0,0,Unknown
217663,984125,11/08/2017,District of Columbia,Washington,5433 Georgia Ave NW,1,1,38.9552,Lucky Corner Market,-77.0278,2.0,0,2,1,1,2,0,Unknown
217665,984157,11/08/2017,Arkansas,White Hall,700 Bulldog Dr,0,0,34.2823,White Hall High School,-92.1118,1.0,0,0,0,2,2,0,Unknown
217675,984266,11/08/2017,Texas,Temple,925 N 4th St,1,0,31.106,Jackson Park,-97.3359,1.0,0,0,1,1,2,0,Unknown
217683,984334,11/08/2017,Kentucky,Louisville,3039 Breckenridge Lane,0,1,38.2163,Krogers,-85.6272,1.0,0,0,1,2,0,3,Unknown
217686,984372,11/08/2017,Washington,Vancouver,4300 E 4th Plain Blvd,0,1,45.6395,QuarterDeck Bar,-122.624,1.0,0,1,1,1,2,0,22 LR
217689,984509,11/08/2017,Georgia,Macon,3775 Houston Ave,0,1,32.7967,Colonial Terrace Apartments,-83.6534,1.0,0,0,1,1,2,0,380 Auto
217696,984629,11/08/2017,Arizona,Phoenix,4730 N 19th Ave,1,1,33.5068,Terra Villa Apartments,-112.1,1.0,0,3,1,2,2,1,22 LR
217697,984690,11/08/2017,Pennsylvania,Allentown,404 W Hamilton St,1,0,40.6038,Hamilton Towers apartments,-75.4656,1.0,0,2,1,1,2,0,Unknown
217698,984754,11/08/2017,Florida,Brandon,204 Kings Ave,0,1,27.9359,Wells Fargo,-82.294,1.0,0,1,1,1,1,1,Unknown
217701,984832,11/08/2017,Florida,Deland,2417 S Woodland Blvd,0,0,28.985,Starbucks,-81.2989,1.0,0,1,0,1,1,0,9mm
217705,984906,11/08/2017,New Jersey,Trenton ,901 Calhoun St,0,1,40.2327,D and D Deli,-74.7642,1.0,0,2,1,1,2,0,Unknown
217708,984940,11/08/2017,Oregon,Portland,3229 NW Pittock Dr,2,0,45.5235,Pittock Mansion,-122.72,1.0,0,1,1,1,1,1,Unknown
217709,984980,11/08/2017,Utah,Magna,3490 S 8000 W,0,0,40.6969,Wendy's,-112.083,1.0,0,0,0,0,0,0,Unknown
217710,984982,11/08/2017,Tennessee,Cleveland,2641 APD-40,0,0,35.1292,Planet Fitness,-84.8796,2.0,0,0,0,0,0,0,Unknown
217717,985162,11/08/2017,Georgia,Columbus,1836 Midtown Dr,0,0,32.478,After 5 Sports Bar and Grill,-84.9412,4.0,0,1,0,4,4,0,9mm
217719,985181,11/08/2017,Ohio,Rittman,366 N Main St,0,0,40.9832,Goodwill,-81.7807,1.0,0,0,0,0,0,0,Unknown
217728,985453,11/08/2017,Missouri,Saint Louis,6315 Lillian Ave,0,1,38.7018,Complete Automotive Repair,-90.2638,1.0,0,2,1,1,2,0,Unknown
217730,985605,11/08/2017,Missouri,Ozark,1699 W Jackson St,0,0,37.0205,Burger King,-93.1912,4.0,0,3,0,3,2,1,Unknown
217754,993284,11/08/2017,Mississippi,Ocean Springs,Bienville Boulevard,0,0,30.4148,3rd Coast Pawn and Jewelry,-88.797,2.0,0,2,0,2,1,1,Unknown
217757,1010733,11/08/2017,Missouri,Saint Louis,9556 Glen Owen Dr,0,0,38.7409,Northwinds Apartments,-90.2683,1.0,0,1,0,1,0,1,Unknown
217758,1011603,11/08/2017,Texas,Schertz,400 block of Main Street,0,1,29.5518,Main Street Car Wash,-98.2721,1.0,0,0,1,1,2,0,Unknown
217774,984429,11/09/2017,California,Los Angeles,Central Ave and Seventh St,0,0,34.0368,Produce Mart,-118.241,1.0,0,0,0,1,0,1,Unknown
217775,984439,11/09/2017,Tennessee,Nashville,5705 Charlotte Pike,0,1,36.1496,Kroger,-86.86,1.0,0,2,1,2,3,0,Unknown
217785,984532,11/09/2017,Michigan,Detroit,19320 Greenfield,1,0,42.4322,Greenfield Penthouse Apartments,-83.1999,1.0,0,2,1,1,2,0,Unknown
217791,984619,11/09/2017,Missouri,O Fallon,1251 Turtle Creek Dr,0,0,38.7906,Fort Zumwalt West High School,-90.7277,1.0,0,0,0,1,1,0,Rifle
217794,984655,11/09/2017,Missouri,Blue Springs,1512 NW Woods Chapel Rd,1,0,39.0292,Bethlehem Cafe,-94.3045,1.0,0,1,1,1,2,0,Unknown
217796,984668,11/09/2017,Georgia,Atlanta,6015 Feldwood Rd,0,2,33.5913,Banneker High School,-84.5165,1.0,0,0,2,3,0,1,Unknown
217801,984704,11/09/2017,Tennessee,Springfield,3700 Old Greenbrier Pik,1,0,36.4817,Legacy Village Apartments,-86.8502,1.0,0,0,1,1,2,0,Unknown
217813,984872,11/09/2017,North Carolina,Salisbury,866 Jake Alexander Blvd W,1,2,35.6642,Wells Fargo,-80.4993,1.0,0,3,2,1,3,0,Unknown
217817,985001,11/09/2017,Illinois,Collinsville,1001 Beltline Rd,0,0,38.6912,Taco Bell,-89.9866,1.0,0,0,0,1,1,0,Unknown
217822,985133,11/09/2017,Georgia,Decatur,2256 Whites Mill Rd,1,0,33.7208,Laurel Mill Apartment Homes,-84.2845,1.0,0,0,1,0,1,0,Unknown
217839,985467,11/09/2017,Tennessee,Nashville,10 Fairfield Ave,0,1,36.1469,Shell gas station,-86.7581,1.0,0,0,1,0,0,0,Unknown
217849,985696,11/09/2017,Colorado,Colorado Springs,1940 S Chelton Rd,0,0,38.8049,Summit Creek Apartments,-104.753,1.0,0,0,0,0,0,0,Unknown
217853,985895,11/09/2017,Oregon,Springfield,2145 31st St,0,0,44.0666,Space 22,-122.982,18.0,0,0,0,1,1,0,Unknown
217860,986387,11/09/2017,Texas,Belton,1516 W Ave O,0,1,31.0494,Hilltop Mobile Home Park,-97.4894,1.0,0,0,1,0,0,0,Unknown
217866,987123,11/09/2017,California,Arcata ,220 Stamps Ln,0,0,40.8562,Friends of the Dunes,-124.165,1.0,0,0,0,0,0,0,40 SW
217871,987478,11/09/2017,Hawaii,Honolulu,Palolo Avenue,0,0,21.2972,Rainbow Valley Supermarket,-157.798,1.0,0,0,1,1,2,0,Unknown
217891,992146,11/09/2017,Arizona,Prescott Valley,7401 E Civic Cir,0,0,34.5964,Prescott Valley Public Library,-112.335,1.0,0,0,0,0,0,0,Unknown
217901,984899,11/10/2017,North Carolina,Charlotte,6301 Albemarle Rd,0,1,35.2037,McDonald's,-80.7363,1.0,0,0,1,0,1,0,Unknown
217904,984961,11/10/2017,North Carolina,Winston Salem ,5460 Shattalon Dr,0,0,36.171,Hampton Court Apartments,-80.2973,1.0,0,0,0,0,0,0,Unknown
217907,984996,11/10/2017,New Mexico,Albuquerque,10200 2nd NW,1,0,35.1984,Village Park mobile homes,-106.608,1.0,0,1,0,1,1,0,Unknown
217909,985018,11/10/2017,Tennessee,Memphis,3527 S Mendenhall Rd,1,0,35.0525,Mid America Apartments,-89.8862,1.0,2,0,1,1,1,1,Shotgun
217910,985029,11/10/2017,Tennessee,Memphis,5248 S 3rd St,0,1,35.0053,Relax Inn,-90.1063,1.0,0,0,1,2,3,0,Unknown
217919,985108,11/10/2017,California,Los Angeles,516 E Washington Blvd,1,0,34.0286,Washington Plaza Dialysis Center,-118.26,1.0,0,0,1,0,1,0,Unknown
217921,985217,11/10/2017,Georgia,Milledgeville,220 N ABC St,0,0,33.0963,Lakeview Academy,-83.2359,1.0,1,0,0,1,1,0,Unknown
217922,985222,11/10/2017,South Carolina,Orangeburg,1291 Campus Dr,1,0,33.5027,Campus Corner Apartments,-80.8422,1.0,0,1,1,1,2,0,Unknown
217926,985316,11/10/2017,Nevada,Las Vegas,6515 S Eastern Ave,1,1,36.0705,7-Eleven,-115.119,2.0,0,2,1,1,2,0,22 LR
217932,985345,11/10/2017,Mississippi,Hattiesburg,6595 US 49,0,0,31.3519,Executive Inn,-89.3426,1.0,0,0,0,1,1,0,Unknown
217937,985393,11/10/2017,Florida,Greenacres,4041 Roberts Way,1,0,26.6174,Lake Worth Village Mobile Home Park,-80.1246,1.0,0,0,1,0,1,0,Unknown
217938,985403,11/10/2017,Michigan,Battle Creek,8299 Pennfield Rd,0,0,42.3699,Pennfield Senior High School,-85.1369,1.0,0,0,0,1,1,0,Unknown
217941,985442,11/10/2017,Arkansas,Little Rock,1500 S Park St,0,0,34.7368,Central High School,-92.2979,1.0,0,0,0,1,1,0,Unknown
217942,985446,11/10/2017,Indiana,Indianapolis,3645 Wingate Ct,0,3,39.8252,Spanish Oaks apartment complex,-85.9825,1.0,0,0,3,0,0,0,Unknown
217944,985479,11/10/2017,New Hampshire,Salem,109 S Broadway,0,0,42.8371,Park View Inn,-71.2216,1.0,0,1,0,1,1,0,Unknown
217946,985516,11/10/2017,Texas,Irving,1205 S Loop 12,1,0,32.8001,Budget Inn,-96.9225,1.0,0,0,0,1,1,0,Unknown
217949,985529,11/10/2017,Texas,Lubbock,1902 E Broadway,0,1,33.5851,Hitching Post,-101.817,1.0,0,1,1,0,0,1,Unknown
217950,985553,11/10/2017,Alabama,Birmingham ,4000 Ave I,0,1,33.4938,Ensley Place Food Mart,-86.9035,1.0,0,0,1,0,1,0,Unknown
217959,985668,11/10/2017,California,Rancho Cucamonga,9600 block of Feron Blvd,0,0,34.0938,Goodyear Plant,-117.596,1.0,0,1,0,1,1,0,Unknown
217976,985845,11/10/2017,Washington,Seattle ,12033 1st Ave S,1,1,47.4956,Alcove Apartments,-122.334,2.0,0,1,0,2,2,0,Unknown
217987,985949,11/10/2017,Georgia,Macon,3860 Houston Ave,0,1,32.7962,Church's Chicken,-83.6535,1.0,0,0,1,0,1,0,Shotgun
217994,986044,11/10/2017,Oklahoma,Tulsa,5333 S Mingo Rd,0,0,36.0868,Action Arms,-95.8681,11.0,0,0,0,2,1,1,Unknown
217999,986120,11/10/2017,Texas,Houston,8826 Jensen Dr,1,0,29.8394,Family Dollar,-95.3427,1.0,0,1,1,2,3,0,Unknown
218004,986303,11/10/2017,California,Stockton,3110 West Ln,0,0,37.9832,American Legion,-121.283,1.0,0,0,0,0,0,0,Unknown
218008,986556,11/10/2017,Ohio,Cincinnati ,9430 Colerain Ave,0,1,39.2421,US Bank,-84.5943,1.0,0,0,1,1,2,0,Unknown
218010,986675,11/10/2017,Arizona,Mesa,1120 S Sycamore,0,1,33.3944,Sycamore Square Apartments,-111.871,1.0,0,0,1,1,1,0,Unknown
218011,986681,11/10/2017,Texas,Austin,7100 Brodie Ln,0,0,30.2124,Childrenâ€™s Learning Center-Bannockburn Baptist Church,-97.8315,1.0,0,1,0,1,0,1,Unknown
218014,986717,11/10/2017,California,Larkspur,200 Doherty Dr,0,0,37.9385,Henry Hall Middle School,-122.525,1.0,0,0,0,1,1,0,Unknown
218019,987303,11/10/2017,Wyoming,Casper,4585 E 2nd St,0,0,42.8488,Starbucks,-106.275,2.0,0,1,0,1,1,0,Unknown
218020,987381,11/10/2017,Illinois,Peoria Heights,2009 W Forrest Hill Ave,0,1,40.7255,Forrest Hill Liquors,-89.625,1.0,0,0,1,0,1,0,Rifle
218034,991013,11/10/2017,Colorado,Wheat Ridge,10101 N I-70 Service Rd,0,1,39.7852,American Motel,-105.111,1.0,0,2,1,2,1,2,223 Rem [AR-15]
218036,991814,11/10/2017,Texas,Texarkana,2500 N Robison Rd,0,1,33.4415,Texarkana College,-94.0802,1.0,0,0,1,0,1,0,Unknown
218038,1006188,11/10/2017,Ohio,Cincinnati,135 E Galbraith Rd,0,0,39.2122,Sunoco,-84.4687,1.0,0,0,0,2,2,0,Handgun
218047,985579,11/11/2017,Pennsylvania,Philadelphia,301 South 52nd St,1,0,39.9543,A Plus gas station,-75.2257,1.0,0,1,1,0,1,0,22 LR
218048,985582,11/11/2017,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,32.7663,Emerald City Bar and Grill,-96.7715,1.0,0,1,4,0,3,1,Other
218049,985591,11/11/2017,Florida,Cocoa,621 Peachtree St,0,1,28.3575,Dolphin Apartments,-80.7368,1.0,0,3,1,2,3,0,Unknown
218058,985764,11/11/2017,Florida,Port Saint Lucie,638 SW Bayshore Blvd,0,1,27.3128,Cafe Hookah,-80.3716,1.0,0,1,1,0,1,0,Unknown
218067,985832,11/11/2017,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,35.0736,Diamondz Ultra Lounge,-78.9269,1.0,0,2,5,1,2,1,Unknown
218071,985892,11/11/2017,Indiana,Evansville,3100 Woodview Ct,0,1,38.0069,Timbers Apartments,-87.4967,1.0,0,1,1,1,1,1,Unknown
218076,985954,11/11/2017,Alabama,Cherokee,8075 US-72,0,1,34.7554,Piggly Wiggly,-87.9755,1.0,0,0,1,0,1,0,9mm
218077,985962,11/11/2017,Georgia,Macon,4315 Houston Ave,0,0,32.7863,Food Mart,-83.6587,2.0,0,1,0,2,2,0,Handgun
218091,986132,11/11/2017,Missouri,Kansas City,5709 Troost Ave,0,2,39.0234,Bob's in Motion Night Club,-94.5739,1.0,0,0,2,0,0,0,Unknown
218095,986158,11/11/2017,Florida,Tallahassee,1325 W Tharpe St,0,1,30.4623,The Commons,-84.3059,1.0,0,0,1,0,0,0,Unknown
218097,986169,11/11/2017,Florida,Orlando,2060 Americana Blvd,0,1,28.4858,Dollar Food & Lotto,-81.4066,1.0,0,1,1,1,2,0,9mm
218101,986220,11/11/2017,Michigan,Ann Arbor,3800 block of Sparrow Wood Dr,1,0,42.2478,Sparrow Wood Apartments,-83.683,1.0,0,2,1,1,0,2,Unknown
218102,986224,11/11/2017,Michigan,Marysville,3160 Gratiot Blvd,2,0,42.9107,Jump N Jam,-82.4981,1.0,0,2,1,1,1,1,Unknown
218110,986297,11/11/2017,Virginia,Blackstone,302 W Colonial Trail Hwy,1,1,37.1332,Country Inn,-77.9131,1.0,0,0,2,0,2,0,Unknown
218114,986419,11/11/2017,Tennessee,Rockwood,3297 Airport Rd,0,1,35.9519,Jack's Place,-84.6692,1.0,0,0,1,1,2,0,9mm
218115,986439,11/11/2017,Tennessee,Nashville,1277 12th Ave S,0,1,36.1408,Edgehill Homes,-86.7875,1.0,0,0,1,1,1,0,Unknown
218118,986473,11/11/2017,Tennessee,Memphis,5315 Knight Arnold Rd,0,1,35.0619,Valero,-89.8878,1.0,0,0,1,1,2,0,380 Auto
218119,986476,11/11/2017,Tennessee,Millington,4486 Babe Howard Blvd,0,2,35.3351,Commodore Village Apartments,-89.9147,1.0,0,2,2,1,3,0,Unknown
218126,986559,11/11/2017,California,San Diego,6336 College Grove Way,0,0,32.7395,Sam's Club,-117.056,1.0,0,0,0,1,0,0,9mm
218141,986821,11/11/2017,Alabama,Decatur,19th Avenue SW,0,1,34.582,Busy Bee Convenience Store,-87.013,1.0,0,0,1,0,1,0,Handgun
218144,986996,11/11/2017,Delaware,Wilmington,3100 Naamans Rd,0,0,39.8296,Famous Jack's Tavern,-75.5347,1.0,0,0,0,0,0,0,38 Spl
218148,987016,11/11/2017,Georgia,Albany,504 College Dr,0,2,31.5716,Albany State University,-84.1442,1.0,0,4,2,4,5,1,9mm
218152,987121,11/11/2017,California,Arvin,210 5th Ave,1,0,35.2127,Kovacevich Park,-118.827,1.0,0,2,1,1,2,0,Handgun
218161,987438,11/11/2017,Pennsylvania,Reading,1402 N 9th St,0,0,40.3575,Reverb,-75.9195,1.0,0,0,0,1,1,0,Unknown
218175,988374,11/11/2017,Ohio,Youngstown,1508 Glenwood Ave,0,2,41.0863,Southern Tavern,-80.6732,1.0,0,2,0,2,2,0,Unknown
218180,988790,11/11/2017,Minnesota,Albert Lea,Brookside Cir,0,0,43.6686,Shorewood Hills Park,-93.3753,2.0,0,1,0,1,1,0,Handgun
218181,988856,11/11/2017,Wisconsin,La Crosse ,3749 Mormon Coulee Rd,0,1,43.7778,Vick's Bar,-91.2224,1.0,0,0,0,2,2,0,9mm
218183,988907,11/11/2017,Tennessee,Jackson,309 N Highland Ave,0,0,35.6199,Abelâ€™s Way,-88.8194,1.0,0,1,0,1,1,0,Unknown
218187,989029,11/11/2017,South Dakota,Eagle Butte,Bison St,1,0,45.0067,Cheyenne River Indian Reservation,-101.237,1.0,0,1,1,1,2,0,Unknown
218200,1004136,11/11/2017,Texas,Converse,301 Converse Center St,1,0,29.5172,Town Square Apartments,-98.3123,1.0,0,1,1,2,3,0,Unknown
218203,1016406,11/11/2017,Maryland,Lexington Park,48100 Baywoods Rd,0,0,38.2567,River Bay Townhomes,-76.4053,1.0,0,1,0,1,1,0,Shotgun
218210,986164,11/12/2017,Florida,Orlando,2155 W Colonial Dr,0,1,28.5541,Magic Mall,-81.4085,2.0,0,0,1,1,1,0,Unknown
218218,986218,11/12/2017,South Carolina,Wadmalaw Island,2261 Margaret Grey Rd,1,0,32.6741,Ardy's Social Club,-80.1545,1.0,0,1,1,0,1,0,Unknown
218219,986236,11/12/2017,Indiana,Gary,4601 Melton Rd,0,7,41.595,Dirtty's Jazz and Blues Club,-87.2835,1.0,0,7,7,0,4,3,Unknown
218225,986404,11/12/2017,Texas,Dallas,9901 Bruton Rd,1,0,32.7487,El Rancho apartments,-96.6515,1.0,0,1,1,1,1,0,Unknown
218229,986443,11/12/2017,Pennsylvania,Philadelphia,4210 Macalester St,1,2,40.014,A Lounge and Social Club,-75.1215,1.0,0,3,2,1,3,0,Unknown
218232,986464,11/12/2017,Tennessee,Memphis,4898 Chesterwood Ct,0,1,35.0503,Fox Hollow Homes,-89.9005,1.0,0,0,1,0,1,0,Unknown
218234,986485,11/12/2017,Pennsylvania,Chester,1520 Townsend St,1,0,39.8446,Boots and Bonnets Tavern,-75.3946,1.0,0,0,1,1,2,0,Unknown
218236,986498,11/12/2017,Pennsylvania,Mckeesport,1127 Walnut St,0,1,40.3443,Elks Lodge,-79.8634,1.0,0,1,1,0,1,0,Shotgun
218240,986527,11/12/2017,Kentucky,Louisville,942 Baxter Ave,0,0,38.2407,Baxter's Bar,-85.7248,1.0,0,1,0,1,1,0,Unknown
218242,986533,11/12/2017,Kentucky,Bowling Green,421 Scott St,0,1,37.0043,Chocolate City Nightclub,-86.4434,1.0,0,0,1,1,2,0,Unknown
218245,986550,11/12/2017,California,San Diego,3300 block of Del Sol Blvd,2,0,32.574,Ocean Bluffs mobile home park,-117.063,1.0,0,2,2,1,1,1,Unknown
218248,986570,11/12/2017,Virginia,Falls Church,5863 Columbia Pike,0,1,38.8481,Palenque Restaurant,-77.1345,1.0,0,0,1,1,2,0,Unknown
218259,986633,11/12/2017,Louisiana,Kenner,851 3rd St,0,1,29.9762,Malcom Kenner Apartments,-90.2614,1.0,0,0,1,0,0,0,Handgun
218262,986638,11/12/2017,Louisiana,Farmerville,3628 Par Rd 4410,0,2,32.7861,D'Arbonne State Park,-92.4921,1.0,0,1,2,1,3,0,Unknown
218267,986673,11/12/2017,Oregon,Seaside,300 5th Ave,0,1,45.9971,Beachside Inn,-123.925,1.0,0,3,1,2,2,1,Unknown
218268,986678,11/12/2017,Montana,Butte,60 E Broadway St,0,0,46.0137,Acoma Lounge,-112.534,1.0,0,1,0,1,0,1,Unknown
218269,986684,11/12/2017,Massachusetts,Saugus,1201 Broadway,0,0,42.453,Dick's Sporting Goods,-71.0211,1.0,0,0,0,1,1,0,Unknown
218270,986687,11/12/2017,Georgia,Atlanta,1944 Piedmont Cir NE,0,2,33.8119,Intown Suites,-84.3671,1.0,1,1,2,1,3,0,Unknown
218284,986816,11/12/2017,Georgia,Atlanta,50 Lower Alabama St,2,2,33.7537,Masquerade Club,-84.3905,1.0,0,3,4,1,3,0,Unknown
218290,986848,11/12/2017,Florida,Orlando,5602 Silver Star Rd,0,1,28.5779,Silver Star Apartments,-81.4586,1.0,0,0,1,0,1,0,Handgun
218293,986870,11/12/2017,New Jersey,Paterson,620 Main St,0,2,40.9047,Mo's Liquors,-74.169,1.0,0,3,2,1,3,0,Unknown
218301,987007,11/12/2017,Missouri,Saint Louis ,8398 Eager Rd,0,1,38.6285,Brentwood I-64 MetroLink Station,-90.338,1.0,0,2,1,1,2,0,Unknown
218302,987066,11/12/2017,Georgia,Macon,107 Holiday Dr N,0,0,32.897,Budgetel,-83.6865,1.0,0,0,0,0,0,0,Unknown
218315,987367,11/12/2017,Illinois,Centralia ,113 W Green St,0,0,38.5473,Central City Knapp Mart,-89.1296,2.0,0,2,0,2,1,1,Unknown
218316,987370,11/12/2017,Tennessee,Nashville,1625 Rebecca St,0,0,36.1967,South Inglewood Park,-86.727,1.0,0,0,0,3,3,0,Unknown
218322,987483,11/12/2017,Texas,Houston,431 West Little York,1,1,29.8697,Chevron,-95.406,1.0,0,0,1,1,2,0,Unknown
218338,988035,11/12/2017,Pennsylvania,Carlisle,1098 Harrisburg Pike,0,0,40.2196,Sheetz,-77.1656,1.0,0,0,0,1,1,0,Unknown
218339,988081,11/12/2017,Oklahoma,Oklahoma City,4001 N Classen Blvd,0,0,35.5118,Freedom Oklahoma,-97.5349,1.0,0,0,0,0,0,0,Unknown
218341,988278,11/12/2017,Ohio,Cincinnati,US 27,0,1,39.0974,Taylor Southgate Bridge,-84.5026,1.0,0,0,1,0,1,0,Unknown
218345,988430,11/12/2017,Colorado,Clifton,569 32 Rd,0,0,39.0879,City Market,-108.46,1.0,0,1,0,1,1,0,Unknown
218353,988743,11/12/2017,Minnesota,Duluth,807 Upham Rd,0,1,46.8005,Winwood Town Homes,-92.1171,1.0,0,0,1,0,0,1,Handgun
218354,988810,11/12/2017,Florida,Sebastian,8850 US 1,0,1,27.7548,Vero Beach Kamp,-80.4348,1.0,0,1,1,0,1,0,Unknown
218355,988853,11/12/2017,South Carolina,Summerville,214 N Cedar St,0,2,33.0227,Five Loaves Cafe,-80.1755,1.0,0,2,2,0,0,2,Unknown
218358,989133,11/12/2017,Tennessee,Millington,Babe Howard Boulevard,0,2,35.3365,Commodore Villages apartments,-89.9161,1.0,0,0,2,1,2,0,Unknown
218364,990429,11/12/2017,Kentucky,Bowling Green,1265 College St,0,0,36.9898,Hilligans,-86.4478,1.0,0,0,0,2,0,0,Rifle
218371,1011092,11/12/2017,Florida,Wellington,2175 Wellington Green Dr,0,0,26.6486,Wellington Green Park,-80.2182,1.0,0,1,0,1,1,0,Unknown
218377,1078810,11/12/2017,Texas,Fort Worth,520 Samuels Ave,1,0,32.7633,Lincoln Park at Trinity Bluff Apartments,-97.3292,1.0,0,1,1,0,1,0,Unknown
218383,986860,11/13/2017,Florida,Tampa,3404 E Lake Ave,1,0,27.9779,Island Grill,-82.4222,1.0,0,0,1,0,1,0,Unknown
218398,987049,11/13/2017,Connecticut,Hamden,Dixwell Ave and Dudley St,1,0,41.3371,Farmington Canal trail,-72.9352,1.0,0,1,1,3,1,0,Unknown
218399,987054,11/13/2017,Georgia,Gray,Eatonton Hwy,1,0,33.0461,Northside Villas,-83.5093,1.0,0,4,1,3,4,0,Unknown
218400,987056,11/13/2017,Kentucky,Louisville,2101 S Hurstbourne Pkwy,0,1,38.2164,44 AutoMart,-85.5894,1.0,1,0,1,0,1,0,Unknown
218401,987061,11/13/2017,Georgia,Macon,1665 N Atwood Dr,0,2,32.8231,Westminster Apartments,-83.6992,1.0,0,3,2,1,3,0,Rifle
218414,987180,11/13/2017,Indiana,Indianapolis,3232 S Keystone Ave,2,0,39.719,Philips 66,-86.1208,1.0,0,2,2,0,1,1,Unknown
218419,987235,11/13/2017,New York,Bronx,1974 Hughes Ave,1,0,40.847,Hughes House,-73.8918,1.0,0,1,0,1,0,0,Unknown
218430,987392,11/13/2017,Oklahoma,Tulsa,8039 E 33rd St,0,0,36.1148,Comfort Suites,-95.888,30.0,0,0,0,0,0,0,Unknown
218432,987417,11/13/2017,Louisiana,Baton Rouge,5665 McClelland Dr,1,0,30.5018,The Palms Apartments,-91.1354,1.0,0,1,0,1,1,0,Unknown
218434,987428,11/13/2017,Florida,Tampa,6035 Hanley Rd,0,0,28.004,Webb Middle School,-82.5626,1.0,0,0,0,1,1,0,Unknown
218436,987442,11/13/2017,Kentucky,Louisville,700 block of Algonquin Parkway,1,1,38.2107,Family Dollar,-85.768,1.0,0,1,2,0,1,1,Unknown
